2012 UK171 -4.63092e-14 6.50783e-15   7.11592  -4.80575e-14 6.718e-15   7.15354 1  0.268644     0.26024     0.186918
2014 RQ17  -4.15108e-14 3.42275e-15  12.1279   -4.2422e-14  3.699e-15  11.4685  1  0.266233     0.24635     0.180817
377097     -2.18064e-14 5.11385e-15   4.26419  -2.32295e-14 6.015e-15   3.86193 1  0.278288     0.236595    0.180255
1997 YM9    1.00741e-13 1.29506e-14   7.77885   1.03944e-13 1.362e-14   7.63175 1  0.247357     0.2352      0.170447
2000 CK59  -1.84925e-13 2.76388e-14   6.69078  -1.91541e-13 2.827e-14   6.77541 1  0.239367     0.234022    0.167336
85770      -4.63036e-14 1.2206e-14    3.79351  -4.95458e-14 1.511e-14   3.27901 1  0.265623     0.214573    0.166915
8014       -2.40318e-14 4.10792e-15   5.85012  -2.30323e-14 4.369e-15   5.27175 1  0.243313     0.228773    0.16667
2001 OT     8.16633e-14 1.83605e-14   4.44777   7.74103e-14 1.88e-14    4.11757 1  0.23164      0.226225    0.161846
2000 TU28  -8.2484e-14  6.19434e-15  13.316    -8.39187e-14 6.418e-15  13.0755  1  0.231622     0.22355     0.160852
2009 HD82  -4.58219e-14 1.32905e-14   3.44772  -4.88294e-14 1.349e-14   3.61968 1  0.226291     0.222944    0.158815
2000 AH205 -1.49852e-13 4.38988e-14   3.41358  -1.60167e-13 4.787e-14   3.34587 1  0.234965     0.215472    0.158807
4947       -3.11164e-14 6.70492e-15   4.64083  -3.27374e-14 7.753e-15   4.22254 1  0.241761     0.209079    0.158143
533638     -4.86737e-14 1.32194e-14   3.68199  -5.18566e-14 1.526e-14   3.3982  1  0.240774     0.208578    0.15765
2005 XT77   8.10118e-14 2.05599e-14   3.94028   7.62972e-14 2.191e-14   3.4823  1  0.229313     0.215182    0.156915
613569      1.17811e-13 1.05489e-14  11.1681    1.20186e-13 1.087e-14  11.0567  1  0.225131     0.218481    0.156788
2021 UN7   -2.84062e-13 3.26247e-14   8.70696  -2.74822e-13 5.002e-14   5.49425 1  0.283214     0.184721    0.15472
2009 WB105  1.37907e-13 8.43158e-15  16.356     1.3981e-13  9.096e-15  15.3705  1  0.225749     0.209259    0.153467
1994 WR12  -1.87812e-13 2.43368e-14   7.71719  -1.93305e-13 2.669e-14   7.24259 1  0.2257       0.205801    0.152073
6489       -1.25076e-14 1.6534e-15    7.5648   -1.21851e-14 1.45e-15    8.40351 1  0.195063     0.222425    0.146655
2008 BP16  -8.00103e-14 1.5499e-14    5.16229  -8.42403e-14 2.436e-14   3.45814 1  0.272921     0.173646    0.146506
264357     -4.8162e-14  4.86849e-15   9.89259  -4.70413e-14 6.013e-15   7.82326 1  0.230203     0.186387    0.144858
322756     -2.4555e-14  6.18591e-15   3.9695   -2.32778e-14 6.353e-15   3.66406 1  0.206469     0.201039    0.144037
33342      -2.45931e-14 3.83481e-15   6.41312  -2.52592e-14 2.968e-15   8.5105  1  0.173686     0.224411    0.137353
412983     -8.26533e-14 1.48982e-14   5.54787  -7.96925e-14 1.578e-14   5.05022 1  0.198733     0.187628    0.13643
452807     -8.49564e-14 1.9082e-14    4.45217  -8.86454e-14 1.918e-14   4.62176 1  0.193323     0.192336    0.13635
136582     -5.31172e-14 1.13499e-14   4.67997  -5.07476e-14 1.326e-14   3.82712 1  0.208776     0.178702    0.135761
69230      -1.1394e-14  1.76688e-15   6.44867  -1.10453e-14 1.908e-15   5.78895 1  0.197339     0.182743    0.134082
325102     -5.24748e-14 1.29331e-14   4.05741  -5.49702e-14 1.4e-14     3.92644 1  0.192948     0.178244    0.130928
457662     -8.17016e-14 1.6446e-14    4.96787  -8.49725e-14 1.909e-14   4.45115 1  0.198885     0.171339    0.129811
437844      3.48587e-14 3.20147e-15  10.8883    3.42537e-14 3.394e-15  10.0924  1  0.188962     0.178243    0.129661
152828      6.97632e-14 1.38606e-14   5.0332    7.25123e-14 1.777e-14   4.0806  1  0.198338     0.154703    0.121984
2003 YL118 -1.73152e-13 1.03687e-14  16.6995   -1.7496e-13  1.082e-14  16.1701  1  0.174399     0.167125    0.120665
523590     -8.17481e-14 2.06375e-14   3.96114  -8.55635e-14 2.41e-14    3.55035 1  0.184878     0.158316    0.120251
474163     -9.29532e-14 2.78041e-14   3.34315  -9.75931e-14 2.796e-14   3.49045 1  0.166877     0.165947    0.11767
1999 UQ    -1.022e-13   1.32276e-14   7.72624  -1.04959e-13 1.943e-14   5.40193 1  0.208616     0.142022    0.117399
344074      2.79482e-14 8.16112e-15   3.42456   2.64988e-14 9.276e-15   2.85671 1  0.177594     0.156249    0.117309
2017 OU18   9.33919e-14 9.4924e-15    9.8386    9.50482e-14 1.047e-14   9.07815 1  0.174491     0.158199    0.117201
2002 AY1    6.22506e-14 1.61077e-14   3.86465   6.49207e-14 1.649e-14   3.93698 1  0.165768     0.161925    0.115833
2002 JR100 -2.83962e-13 1.30309e-14  21.7914   -2.85963e-13 1.322e-14  21.6311  1  0.153571     0.151374    0.107806
2002 BF25   1.66785e-13 2.95969e-15  56.3522    1.66305e-13 3.409e-15  48.7842  1  0.162064     0.140704    0.106248
2000 PN8    1.31452e-13 7.12748e-15  18.443     1.32549e-13 7.698e-15  17.2186  1  0.153914     0.142507    0.104568
350523      6.7461e-14  9.12658e-15   7.39171   6.61474e-14 9.657e-15   6.84968 1  0.143931     0.136026    0.0988614
7341       -5.85779e-15 1.75825e-15   3.3316   -5.65797e-15 1.015e-15   5.57435 1  0.113649     0.196871    0.0984263
2019 ER1   -1.79172e-13 4.56805e-14   3.92229  -1.85782e-13 5.039e-14   3.68688 1  0.1447       0.131176    0.097186
2007 RY19  -1.24648e-13 2.05069e-14   6.07836  -1.28026e-13 2.857e-14   4.48113 1  0.164725     0.118236    0.0960538
326354     -1.52929e-13 1.20393e-14  12.7025   -1.51355e-13 1.205e-14  12.5606  1  0.130733     0.130617    0.092401
2000 EB14  -2.70053e-13 6.8518e-15   39.4134   -2.71033e-13 8.163e-15  33.2027  1  0.143093     0.120108    0.0919957
2002 GD10  -2.5952e-13  5.10298e-14   5.08566  -2.53278e-13 5.117e-14   4.94974 1  0.122312     0.121977    0.0863689
364136     -3.06172e-14 1.87876e-15  16.2965   -3.08441e-14 1.927e-15  16.0063  1  0.120757     0.117734    0.0842989
401885     -4.77597e-14 3.79487e-15  12.5853   -4.82516e-14 4.486e-15  10.756   1  0.129612     0.109644    0.0837095
595116     -1.36234e-13 1.65469e-14   8.23323  -1.34136e-13 1.892e-14   7.08966 1  0.126764     0.110865    0.0834518
437841     -4.6856e-14  9.77399e-15   4.79394  -4.8024e-14  1.013e-14   4.74077 1  0.119498     0.115299    0.0829734
450237     -1.12765e-13 7.55271e-15  14.9304   -1.11885e-13 7.765e-15  14.4089  1  0.116542     0.113356    0.0812579
2017 DN109  1.17117e-13 3.47709e-14   3.36824   1.13057e-13 3.652e-14   3.09576 1  0.11676      0.111168    0.0805119
2015 KJ19   2.54993e-13 3.61209e-14   7.05943   2.59684e-13 4.627e-14   5.61237 1  0.129876     0.101388    0.0799196
480820      2.76305e-14 3.2414e-15    8.52426   2.72651e-14 3.397e-15   8.02623 1  0.112725     0.107562    0.0778192
612227     -3.82431e-14 8.83994e-15   4.32617  -3.72927e-14 9.692e-15   3.84778 1  0.107513     0.0980615   0.0724515
164222     -7.97799e-14 2.06291e-14   3.86735  -8.2051e-14  2.392e-14   3.43023 1  0.110093     0.0949468   0.0719012
2016 UW80  -2.07598e-13 6.14718e-14   3.37712  -2.01529e-13 6.182e-14   3.25994 1  0.0987237    0.0981676   0.0696107
329437      1.80285e-14 3.70751e-15   4.8627    1.7657e-14  3.969e-15   4.44872 1  0.10021      0.093608    0.0684059
416151      6.02849e-14 8.48548e-15   7.10448   5.94955e-14 9.156e-15   6.49798 1  0.0930307    0.0862178   0.0632367
523801      4.09767e-14 8.6017e-15    4.7638    4.02635e-14 8.639e-15   4.66067 1  0.0829149    0.0825569   0.0585027
164207     -6.17822e-14 8.14661e-15   7.5838   -6.10672e-14 9.448e-15   6.46351 1  0.0877616    0.0756731   0.0573102
424392     -1.6236e-13  2.44089e-14   6.65166  -1.64282e-13 2.45e-14    6.70539 1  0.0787486    0.0784557   0.0555798
2003 GQ22   9.77189e-14 1.83078e-14   5.33756   9.62257e-14 2e-14       4.81129 1  0.0815598    0.074659    0.0550702
467351      3.04694e-14 4.12434e-15   7.3877    3.07841e-14 4.482e-15   6.86839 1  0.0763094    0.07022     0.0516719
2003 YS17  -8.93497e-14 2.3745e-14    3.76289  -8.77518e-14 2.389e-14   3.67316 1  0.0672944    0.0668859   0.0474393
2008 WT62  -3.10465e-13 6.12209e-14   5.07122  -3.06438e-13 6.086e-14   5.03514 1  0.0657706    0.0661607   0.0466441
613714     -1.33935e-13 3.1074e-14    4.3102   -1.35951e-13 3.131e-14   4.3421  1  0.0648774    0.0643883   0.0457013
2003 MK4   -7.14757e-14 1.86507e-14   3.83233  -7.02914e-14 1.896e-14   3.70735 1  0.0634963    0.0624605   0.0445279
2014 QH33  -1.81104e-13 4.38587e-14   4.12927  -1.78287e-13 4.665e-14   3.8218  1  0.0642282    0.0603851   0.0439946
4581       -3.60543e-14 5.52937e-15   6.5205   -3.57787e-14 5.995e-15   5.9681  1  0.0498371    0.0459663   0.0337888
2010 VQ    -8.5102e-13  3.10648e-14  27.395    -8.53085e-13 5.568e-14  15.3212  1  0.0664852    0.0370932   0.0323928
2019 QU2   -6.81698e-14 1.19466e-14   5.70621  -6.76162e-14 1.243e-14   5.43976 1  0.0463404    0.0445382   0.0321115
256004     -1.58369e-13 4.44551e-14   3.56246  -1.60282e-13 4.459e-14   3.59457 1  0.0430317    0.0429015   0.0303819
152671     -4.96914e-14 6.67486e-15   7.44456  -4.93989e-14 7.469e-15   6.61386 1  0.0438199    0.0391607   0.0291996
452334     -2.63399e-14 4.53249e-15   5.81136  -2.65364e-14 5.021e-15   5.28507 1  0.0433434    0.0391264   0.0290433
162117     -1.71234e-14 3.77913e-15   4.53103  -1.72816e-14 4.026e-15   4.29251 1  0.041872     0.0393045   0.0286572
163348      3.37708e-14 9.86194e-15   3.42436   3.3345e-14  1.115e-14   2.99058 1  0.0431779    0.0381899   0.028606
323300     -6.42285e-14 2.00248e-14   3.20745  -6.49947e-14 2.035e-14   3.19384 1  0.0382639    0.0376525   0.0268379
1999 SH10  -5.96509e-14 1.04734e-14   5.69547  -6.00511e-14 1.075e-14   5.58615 1  0.0382111    0.0372279   0.0266649
136564     -4.18081e-14 1.05077e-14   3.97881  -4.14154e-14 1.089e-14   3.80307 1  0.0373746    0.0360626   0.0259515
175706     -1.20935e-14 1.41808e-15   8.52809  -1.2035e-14  1.853e-15   6.49486 1  0.0412744    0.0315869   0.0250842
2009 MW    -5.13412e-14 1.24875e-14   4.11141  -5.08715e-14 1.437e-14   3.54012 1  0.037614     0.0326864   0.0246723
251732     -9.48557e-14 1.76372e-14   5.37816  -9.54502e-14 1.876e-14   5.08797 1  0.0337099    0.0316923   0.0230902
2007 TF15  -2.28162e-13 2.07652e-14  10.9877   -2.27509e-13 2.088e-14  10.896   1  0.0314705    0.0312974   0.0221916
483459      4.42518e-14 9.18863e-15   4.81593   4.39808e-14 9.281e-15   4.7388  1  0.0294877    0.0291943   0.0207464
185851      9.62841e-15 6.24904e-16  15.4078    9.61206e-15 6.339e-16  15.1634  1  0.0261582    0.025787    0.018364
283457     -5.51202e-14 8.26516e-15   6.66898  -5.53052e-14 8.37e-15    6.60755 1  0.0223773    0.022097    0.0157231
277810      4.05745e-14 9.51457e-15   4.26446   4.07982e-14 1.187e-14   3.43709 1  0.0235136    0.0188477   0.0147063
2012 HL31  -1.25504e-13 1.80751e-14   6.94347  -1.25123e-13 1.964e-14   6.37082 1  0.0210891    0.0194088   0.0142812
2003 FF5   -7.18798e-14 2.27429e-14   3.16054  -7.14593e-14 2.293e-14   3.11641 1  0.0184885    0.0183376   0.0130197
455184      6.20691e-14 1.26968e-14   4.88856   6.18447e-14 1.269e-14   4.8735  1  0.0176734    0.0176829   0.0125003
297418     -2.16703e-14 2.39299e-15   9.05574  -2.16263e-14 2.655e-15   8.14549 1  0.0183937    0.0165785   0.0123146
334412     -5.50886e-14 7.59227e-15   7.25588  -5.49772e-14 7.945e-15   6.91972 1  0.0146757    0.0140241   0.0101391
2009 OS5   -3.25642e-13 3.47646e-14   9.36705  -3.26032e-13 3.583e-14   9.09942 1  0.0112289    0.010895    0.00781934
506590      1.1163e-13  1.7584e-14    6.34839   1.11471e-13 1.764e-14   6.3192  1  0.00905666   0.0090279   0.00639383
1862       -3.74157e-15 2.84145e-16  13.1678   -3.74359e-15 2.092e-16  17.8948  1  0.00712311   0.00967494  0.00573614
443880     -5.23009e-14 9.30897e-15   5.61833  -5.23784e-14 1.035e-14   5.06072 1  0.00833014   0.00749228  0.00557058
376879     -6.28016e-14 1.41712e-14   4.43164  -6.28989e-14 1.421e-14   4.42639 1  0.00686839   0.00684964  0.00485004
2002 VU114 -1.111e-13   2.72861e-14   4.07169  -1.10913e-13 2.75e-14    4.0332  1  0.00685257   0.00679927  0.00482654
488803     -5.1593e-14  1.37062e-14   3.76421  -5.16833e-14 1.613e-14   3.20418 1  0.00659183   0.0056013   0.00426841
2011 EP51  -3.26304e-13 1.86676e-14  17.4797   -3.26413e-13 1.919e-14  17.0096  1  0.00586303   0.00570342  0.00408819
307070     -3.58331e-14 9.69344e-15   3.69663  -3.58448e-14 1.061e-14   3.3784  1  0.00121049   0.00110592  0.000816474
2007 US12  -1.15115e-13 3.47699e-14   3.31076  -1.15155e-13 3.521e-14   3.27053 1  0.0011562    0.00114175  0.000812403
480808     -4.57163e-14 1.59948e-15  28.582    -4.57178e-14 1.694e-15  26.9881  1  0.000925484  0.000873845 0.000635373
2012 PG6    6.87079e-14 9.73625e-15   7.05692   6.8714e-14  9.808e-15   7.00591 1  0.00062156   0.000617013 0.000437892
2007 AM    -7.40288e-14 1.70105e-14   4.35195  -7.40237e-14 1.714e-14   4.31877 1  0.00029975   0.000297486 0.00021115
